id,name,email,linkedin_url,location,education_level,university,years_experience,previous_company,domain_expertise,technical_background,serial_entrepreneur,created_at
founder_983,Kimberly Cole,smithmichael@example.com,https://linkedin.com/in/pbecker,New York,Master's,Stanford,8,Tesla,"['IoT', 'CleanTech']",True,False,2024-12-26
founder_984,Dana Potter MD,davidsexton@example.org,https://linkedin.com/in/elizabethwatson,Austin,Self-taught,,9,Amazon,"['AgriTech', 'Blockchain', 'CleanTech']",True,False,2017-10-15
founder_985,Kristi White,wgibson@example.com,https://linkedin.com/in/ashleymartinez,Miami,PhD,Caltech,24,Finance,"['Gaming', 'LegalTech', 'HRTech']",False,False,2024-08-28
founder_986,Julian Smith,haydenjonathan@example.net,https://linkedin.com/in/smithrichard,Los Angeles,Self-taught,Caltech,14,Microsoft,['HRTech'],True,False,2025-03-16
founder_987,Derrick Fields,asherman@example.org,https://linkedin.com/in/cruzmark,Dallas,Self-taught,Other,18,Microsoft,"['E-commerce', 'PropTech']",True,False,2015-11-01
founder_988,Ana Barrera,qlee@example.com,https://linkedin.com/in/rickyjimenez,Austin,Bachelor's,,9,Tesla,"['InsurTech', 'FoodTech', 'SaaS']",True,False,2019-12-23
founder_989,Keith Farmer,crawfordjennifer@example.org,https://linkedin.com/in/calebjacobs,Dallas,Bachelor's,CMU,1,Startup,['AgriTech'],False,False,2018-01-11
founder_990,Cynthia Stewart,sortiz@example.net,https://linkedin.com/in/simpsonstacey,Denver,Bachelor's,Other,25,Consulting,"['Gaming', 'FinTech', 'LegalTech']",True,False,2015-10-23
founder_991,Rebecca Bowman,johnsonbrandon@example.net,https://linkedin.com/in/cassandra96,New York,Master's,Harvard,10,Google,"['Blockchain', 'PropTech', 'IoT']",False,False,2018-09-02
founder_992,Julian Vargas,angelapatton@example.net,https://linkedin.com/in/leegregory,Portland,Bachelor's,CMU,20,Amazon,['EdTech'],True,False,2021-08-14
founder_993,Rachel Cordova,dennis63@example.net,https://linkedin.com/in/steventaylor,Seattle,Bachelor's,Stanford,16,Apple,"['FinTech', 'Blockchain']",True,False,2024-04-04
founder_994,Rodney Bird,grahamkimberly@example.net,https://linkedin.com/in/williampacheco,Austin,Master's,Other,13,Microsoft,"['AI/ML', 'E-commerce']",False,False,2023-10-02
founder_995,Lee Harris,ashleypayne@example.com,https://linkedin.com/in/harmoncharles,Atlanta,Bachelor's,Caltech,15,Finance,"['AI/ML', 'PropTech']",False,False,2023-01-24
founder_996,Sandra Jennings,tiffanyglenn@example.net,https://linkedin.com/in/barbara08,San Diego,Bachelor's,,4,Tesla,['PropTech'],False,False,2025-02-22
founder_997,Robert Lucas,byrdregina@example.org,https://linkedin.com/in/blawrence,Philadelphia,Bachelor's,CMU,21,Startup,['AI/ML'],True,False,2025-03-04
founder_998,Deanna Cardenas,cmartin@example.net,https://linkedin.com/in/cjohnston,Nashville,Self-taught,Stanford,3,Amazon,['SaaS'],False,False,2017-04-05
founder_999,Emily Wilson,cwilliams@example.com,https://linkedin.com/in/dakota51,Portland,Bachelor's,,18,Startup,"['LegalTech', 'E-commerce']",True,False,2016-01-28
founder_1000,Nancy Dunn,alexispowell@example.com,https://linkedin.com/in/ashleycohen,Dallas,Master's,UC Berkeley,18,Microsoft,"['Gaming', 'EdTech', 'SaaS']",False,False,2022-07-05
founder_1001,Mackenzie Powell,amber86@example.org,https://linkedin.com/in/bryanfranklin,Seattle,Master's,Harvard,22,Consulting,"['PropTech', 'HRTech', 'Gaming']",False,False,2019-05-01
founder_1002,Yvonne Pugh,campbelljesus@example.net,https://linkedin.com/in/sabrinaguzman,Dallas,PhD,CMU,25,Facebook,['Cybersecurity'],False,False,2018-08-05
founder_1003,Christina Waters,sarahpowell@example.org,https://linkedin.com/in/lowechristina,Atlanta,Bootcamp,,2,Finance,"['SaaS', 'FoodTech']",False,True,2017-11-03
founder_1004,Lucas Bradshaw,ghess@example.org,https://linkedin.com/in/matthew76,San Francisco,Master's,UC Berkeley,19,Facebook,"['CleanTech', 'Gaming']",True,True,2017-12-10
founder_1005,Emily Smith,bradleyphillips@example.com,https://linkedin.com/in/patricia72,Dallas,PhD,Stanford,18,Tesla,"['HRTech', 'Blockchain', 'FoodTech']",True,False,2021-01-25
founder_1006,Jessica Mckee,khanmario@example.com,https://linkedin.com/in/heather74,Miami,Bootcamp,Stanford,18,Startup,"['EdTech', 'Cybersecurity']",False,False,2022-12-26
founder_1007,Ann Bowen,chrissaunders@example.com,https://linkedin.com/in/raymondavila,Nashville,Master's,,18,Google,"['AgriTech', 'SaaS', 'Cybersecurity']",True,False,2022-08-06
founder_1008,Bridget Davis,nicole00@example.org,https://linkedin.com/in/anguyen,Washington DC,Bachelor's,,7,Apple,"['PropTech', 'E-commerce', 'Gaming']",True,False,2020-08-27
founder_1009,Caleb Moore,cynthia61@example.org,https://linkedin.com/in/dylanpena,Nashville,Self-taught,CMU,19,Facebook,"['Gaming', 'InsurTech', 'Blockchain']",True,False,2024-12-08
founder_1010,Mariah Forbes,cantukelly@example.org,https://linkedin.com/in/uwilliams,Philadelphia,Bachelor's,,15,Apple,"['MarTech', 'Blockchain', 'InsurTech']",False,False,2023-01-31
founder_1011,John Garcia,jennifersmith@example.org,https://linkedin.com/in/huberbrett,New York,Bachelor's,,19,Amazon,['Blockchain'],True,False,2023-06-13
founder_1012,James Mendoza,hlee@example.net,https://linkedin.com/in/garciabrandon,Phoenix,PhD,,4,Microsoft,['E-commerce'],True,False,2021-08-25
founder_1013,Michael Garrison,kimberlybrown@example.com,https://linkedin.com/in/alexandervalerie,Miami,Self-taught,MIT,2,Finance,"['E-commerce', 'FoodTech', 'HealthTech']",True,False,2020-09-25
founder_1014,Leah Barnes,maryjohnson@example.net,https://linkedin.com/in/jacquelinegonzalez,New York,PhD,Stanford,14,Finance,"['HealthTech', 'LegalTech']",True,False,2020-06-05
founder_1015,Rachel Richards,brownjoshua@example.org,https://linkedin.com/in/hwhitehead,Washington DC,Bachelor's,UC Berkeley,25,Apple,"['HRTech', 'AgriTech']",True,True,2016-10-31
founder_1016,Patricia Barnett,davidmcdonald@example.net,https://linkedin.com/in/shawn61,Austin,Self-taught,MIT,24,Facebook,"['CleanTech', 'IoT']",True,True,2018-11-25
founder_1017,Barbara Mitchell,jessicanewman@example.org,https://linkedin.com/in/erica74,Washington DC,Self-taught,Stanford,11,Tesla,"['HRTech', 'FinTech', 'CleanTech']",True,False,2024-03-29
founder_1018,Lauren Briggs,vwatson@example.org,https://linkedin.com/in/lindsay07,Austin,PhD,MIT,16,Consulting,['IoT'],True,False,2018-04-22
founder_1019,Jessica Ford,rodriguezcarol@example.com,https://linkedin.com/in/zlopez,Atlanta,Self-taught,MIT,11,Microsoft,"['MarTech', 'HRTech', 'FoodTech']",False,False,2020-10-19
founder_1020,Craig Simpson,christianmunoz@example.com,https://linkedin.com/in/andrewmurphy,San Diego,Bootcamp,MIT,20,Microsoft,"['Blockchain', 'SaaS', 'MarTech']",True,False,2016-12-13
founder_1021,Crystal English,eatonjohn@example.org,https://linkedin.com/in/weaverrobert,New York,Self-taught,MIT,12,Apple,"['AI/ML', 'IoT', 'EdTech']",True,False,2018-12-20
founder_1022,Helen Goodman,cunninghamvalerie@example.org,https://linkedin.com/in/alisonreynolds,Los Angeles,Self-taught,Other,4,Tesla,['Blockchain'],False,False,2019-12-20
founder_1023,Robert Long,ricardolynch@example.org,https://linkedin.com/in/felicialarson,Philadelphia,Bachelor's,CMU,17,Tesla,"['Cybersecurity', 'IoT', 'FoodTech']",True,False,2025-05-31
founder_1024,Shawn Melton,colleen68@example.org,https://linkedin.com/in/watsonaaron,Nashville,Self-taught,MIT,19,Consulting,"['AI/ML', 'E-commerce']",True,True,2021-01-23
founder_1025,Joseph Valenzuela,lindseyandrea@example.com,https://linkedin.com/in/maxwelldwayne,Washington DC,Master's,Harvard,20,Facebook,"['HRTech', 'FinTech']",True,False,2023-05-17
founder_1026,David Kennedy,wattsmark@example.org,https://linkedin.com/in/jshea,Nashville,Bootcamp,Caltech,2,Tesla,"['EdTech', 'AgriTech', 'FoodTech']",False,False,2018-02-05
founder_1027,Robert Turner,caldwellrussell@example.com,https://linkedin.com/in/hmcguire,New York,Bachelor's,CMU,14,Finance,"['PropTech', 'MarTech']",False,False,2021-12-07
founder_1028,Gloria Long,kurt17@example.net,https://linkedin.com/in/charlesjones,San Diego,Bachelor's,,6,Consulting,"['HealthTech', 'AgriTech', 'Blockchain']",True,False,2019-07-11
founder_1029,Tiffany Oliver,sarahsellers@example.org,https://linkedin.com/in/mortonkaren,Nashville,Self-taught,UC Berkeley,3,Consulting,['FoodTech'],True,False,2020-06-13
founder_1030,Travis Moran,perezdouglas@example.com,https://linkedin.com/in/wcaldwell,New York,Self-taught,CMU,21,Tesla,"['FinTech', 'PropTech', 'AI/ML']",False,True,2017-08-29
founder_1031,Krystal Hernandez,martin48@example.org,https://linkedin.com/in/daniel15,Nashville,Self-taught,UC Berkeley,3,Amazon,['FinTech'],True,False,2017-11-04
founder_1032,Jared Boyle,stacymarquez@example.net,https://linkedin.com/in/cherylking,Washington DC,Self-taught,CMU,3,Startup,"['CleanTech', 'FoodTech']",False,True,2019-04-22
founder_1033,Holly Vargas,jenniferparrish@example.com,https://linkedin.com/in/brownjames,Chicago,Bachelor's,MIT,16,Startup,['Gaming'],True,False,2018-02-05
founder_1034,Colleen Clark,vtucker@example.org,https://linkedin.com/in/davidtran,Nashville,Master's,,21,Apple,"['EdTech', 'HRTech', 'AgriTech']",True,False,2017-09-18
founder_1035,Vincent Baker,riosrachel@example.org,https://linkedin.com/in/lorijohnson,Atlanta,Self-taught,Caltech,18,Consulting,"['E-commerce', 'HRTech', 'AgriTech']",True,False,2016-11-01
founder_1036,Sean Payne,daltonanthony@example.net,https://linkedin.com/in/ann07,Chicago,Bachelor's,Stanford,20,Amazon,['FoodTech'],True,False,2019-03-23
founder_1037,Terri Bryan,gholloway@example.com,https://linkedin.com/in/millerjennifer,San Francisco,Self-taught,,9,Amazon,"['MarTech', 'Cybersecurity', 'EdTech']",True,False,2017-08-29
founder_1038,Sean Smith,kayleegreen@example.net,https://linkedin.com/in/jacobsjoel,Dallas,Self-taught,,22,Facebook,['SaaS'],True,False,2022-12-09
founder_1039,Frederick Mckay,rose24@example.org,https://linkedin.com/in/valdezsuzanne,Austin,Bootcamp,MIT,7,Startup,"['Blockchain', 'PropTech']",False,False,2016-04-25
founder_1040,Haley Bass,andrewguzman@example.com,https://linkedin.com/in/davisangela,San Francisco,Self-taught,MIT,4,Amazon,['E-commerce'],False,False,2017-05-29
founder_1041,Todd Harris,sergiodaniel@example.net,https://linkedin.com/in/ddavis,Denver,Bootcamp,MIT,13,Apple,"['LegalTech', 'HRTech', 'CleanTech']",False,False,2020-11-08
founder_1042,Mark Golden,wjohnson@example.org,https://linkedin.com/in/padillakevin,Los Angeles,Bachelor's,Caltech,8,Amazon,"['LegalTech', 'PropTech']",False,False,2024-10-15
founder_1043,Angela Walker,larsenrebecca@example.org,https://linkedin.com/in/michaeljohnson,Washington DC,Self-taught,Stanford,19,Microsoft,"['SaaS', 'Gaming']",False,True,2020-03-06
founder_1044,Christopher Mora,pwhitney@example.org,https://linkedin.com/in/kimberly35,Atlanta,PhD,Harvard,1,Amazon,['FoodTech'],False,False,2021-04-09
founder_1045,Spencer Jordan,paynemiranda@example.com,https://linkedin.com/in/mary78,Phoenix,PhD,CMU,10,Startup,['CleanTech'],True,False,2019-08-10
founder_1046,Katherine Kane,millerrobert@example.net,https://linkedin.com/in/mperez,Chicago,Bachelor's,Other,6,Startup,"['HRTech', 'InsurTech', 'HealthTech']",True,True,2022-10-08
founder_1047,Karen Miller,paula25@example.net,https://linkedin.com/in/vkent,Seattle,PhD,MIT,15,Apple,"['FinTech', 'EdTech', 'InsurTech']",True,False,2021-08-21
founder_1048,Ryan Flores,amandabrown@example.com,https://linkedin.com/in/michaelodonnell,Philadelphia,Self-taught,,23,Startup,"['HRTech', 'AI/ML']",True,True,2019-04-30
founder_1049,Veronica Robinson,nwallace@example.com,https://linkedin.com/in/dhall,Philadelphia,PhD,CMU,13,Google,['LegalTech'],True,False,2022-08-02
founder_1050,Dr. Christina Davenport,thomaswashington@example.org,https://linkedin.com/in/malonericky,Phoenix,Self-taught,CMU,14,Apple,"['InsurTech', 'Gaming', 'IoT']",True,False,2018-04-26
founder_1051,Christina Powell,smithjames@example.org,https://linkedin.com/in/austin87,Portland,Self-taught,CMU,22,Microsoft,"['InsurTech', 'EdTech', 'MarTech']",True,False,2017-06-29
founder_1052,Dawn Mendoza,fboone@example.com,https://linkedin.com/in/clarkronald,Boston,Master's,CMU,22,Consulting,['Gaming'],False,False,2024-10-12
founder_1053,Christina Steele,griffithrobert@example.org,https://linkedin.com/in/fwatson,Washington DC,Bootcamp,CMU,10,Finance,"['PropTech', 'IoT']",True,False,2020-01-01
founder_1054,Kathleen Wilson,zacharymarshall@example.net,https://linkedin.com/in/denise05,Miami,Self-taught,UC Berkeley,5,Tesla,['PropTech'],True,False,2015-06-07
founder_1055,Vanessa Zavala,bosborne@example.org,https://linkedin.com/in/houstonjohn,Philadelphia,Bachelor's,,5,Apple,"['Cybersecurity', 'AgriTech']",False,False,2019-04-30
founder_1056,Joseph Freeman,ronnie16@example.org,https://linkedin.com/in/christophermora,Seattle,Self-taught,Stanford,12,Facebook,['Cybersecurity'],True,False,2017-10-27
founder_1057,Matthew Boyle,swallace@example.net,https://linkedin.com/in/alewis,Dallas,Bachelor's,,25,Apple,"['Gaming', 'E-commerce', 'AI/ML']",False,False,2022-07-20
founder_1058,Javier Brown,curtis14@example.org,https://linkedin.com/in/schroederstanley,Philadelphia,Bachelor's,Harvard,17,Facebook,['EdTech'],False,False,2020-04-01
founder_1059,Tammy Allen,isalazar@example.org,https://linkedin.com/in/trivera,Denver,Master's,,7,Tesla,"['PropTech', 'LegalTech']",True,False,2024-01-09
founder_1060,Edward Johnson,evansisaac@example.com,https://linkedin.com/in/danielle65,New York,PhD,Caltech,7,Microsoft,"['SaaS', 'MarTech', 'HealthTech']",True,False,2021-08-06
founder_1061,Stephanie Smith,marklawrence@example.org,https://linkedin.com/in/hodom,Miami,Bootcamp,Stanford,17,Google,"['AgriTech', 'FinTech', 'PropTech']",True,False,2020-03-16
founder_1062,Jeffrey Blake,russobriana@example.org,https://linkedin.com/in/whitestephen,Nashville,Bachelor's,Other,13,Google,"['E-commerce', 'FoodTech']",False,False,2015-08-07
founder_1063,Brett Larson,crystal91@example.org,https://linkedin.com/in/rachel41,Austin,Bachelor's,,19,Google,"['HealthTech', 'PropTech', 'Blockchain']",True,False,2025-03-04
founder_1064,Catherine Martin,melindajones@example.org,https://linkedin.com/in/codylong,Miami,Master's,UC Berkeley,13,Finance,['CleanTech'],True,False,2015-09-28
founder_1065,Zachary Smith,vgordon@example.net,https://linkedin.com/in/ibrown,Nashville,Self-taught,Other,7,Amazon,"['CleanTech', 'InsurTech']",False,False,2018-07-04
founder_1066,Crystal Faulkner,angela91@example.net,https://linkedin.com/in/chloe65,Washington DC,Self-taught,CMU,2,Microsoft,"['HRTech', 'HealthTech', 'EdTech']",False,False,2023-10-06
founder_1067,Jane Gordon,andrea71@example.com,https://linkedin.com/in/umay,Portland,Bachelor's,Other,1,Startup,"['Blockchain', 'HealthTech', 'CleanTech']",False,False,2017-05-31
founder_1068,Erin Coffey,xsmith@example.org,https://linkedin.com/in/vperry,New York,PhD,MIT,9,Tesla,"['MarTech', 'FoodTech']",True,False,2021-09-18
founder_1069,Karen Hall,popekelli@example.org,https://linkedin.com/in/jacqueline75,Miami,PhD,,23,Amazon,"['HRTech', 'CleanTech']",False,False,2020-12-31
founder_1070,Jeanne Brown,baileygregory@example.com,https://linkedin.com/in/nortoncarolyn,Nashville,Master's,Harvard,18,Apple,"['SaaS', 'InsurTech']",True,False,2017-09-17
founder_1071,Daniel Moore,joycerhodes@example.net,https://linkedin.com/in/burkealan,Portland,PhD,,6,Apple,"['HRTech', 'AI/ML']",False,False,2023-06-23
founder_1072,Wesley Schmidt,anthonypatrick@example.net,https://linkedin.com/in/steven40,Los Angeles,PhD,CMU,6,Consulting,"['LegalTech', 'E-commerce']",False,False,2015-12-12
founder_1073,Kristin Hamilton,ryan72@example.org,https://linkedin.com/in/smithisaac,Phoenix,Master's,Other,13,Amazon,['CleanTech'],False,False,2023-09-22
founder_1074,Colin Bryan,courtney40@example.net,https://linkedin.com/in/joseph82,Denver,Bootcamp,Caltech,7,Apple,['LegalTech'],True,False,2017-05-03
founder_1075,Jonathan Lee,smitherin@example.net,https://linkedin.com/in/davidclark,Seattle,Bootcamp,Other,7,Finance,"['EdTech', 'AgriTech']",True,False,2017-11-27
founder_1076,Crystal Cooper,robinmichael@example.com,https://linkedin.com/in/xwilliams,New York,PhD,Stanford,19,Apple,"['AgriTech', 'MarTech']",False,False,2022-10-18
founder_1077,Stephanie Wang,josephorr@example.net,https://linkedin.com/in/jameshunter,Denver,Bachelor's,CMU,14,Microsoft,"['AgriTech', 'CleanTech', 'LegalTech']",False,False,2017-12-07
founder_1078,Vickie Jimenez MD,zbarton@example.net,https://linkedin.com/in/rickymartin,San Diego,Bachelor's,,16,Google,"['IoT', 'HRTech', 'LegalTech']",True,False,2016-05-25
founder_1079,Candice Leon,ngarcia@example.net,https://linkedin.com/in/thomasdavies,Boston,PhD,CMU,0,Startup,"['Gaming', 'E-commerce']",True,False,2018-03-17
founder_1080,John Jackson,samantha85@example.net,https://linkedin.com/in/sara74,San Francisco,Self-taught,Harvard,22,Apple,"['E-commerce', 'AI/ML']",False,False,2020-05-23
founder_1081,Steven Clark,campbellsydney@example.com,https://linkedin.com/in/carol99,San Diego,PhD,,4,Facebook,['FoodTech'],True,True,2025-01-19
founder_1082,Sandra Taylor,nicholaslane@example.net,https://linkedin.com/in/mckinneynancy,Los Angeles,Master's,Caltech,22,Tesla,['LegalTech'],True,False,2017-03-29
founder_1083,Michele Garner,rmolina@example.org,https://linkedin.com/in/lawrenceray,Austin,Self-taught,Other,21,Facebook,"['E-commerce', 'CleanTech']",True,False,2015-11-02
founder_1084,Sheri Jones,melanie33@example.net,https://linkedin.com/in/mhammond,San Diego,Self-taught,Harvard,6,Startup,"['E-commerce', 'AI/ML', 'Gaming']",False,False,2016-05-14
founder_1085,Gregory Harrell,stewartdaniel@example.com,https://linkedin.com/in/mitchell89,Nashville,Bachelor's,Other,20,Amazon,"['AgriTech', 'Blockchain']",False,False,2018-06-21
founder_1086,Emily Mccullough,clarkedward@example.net,https://linkedin.com/in/rodriguezdavid,Nashville,PhD,Other,1,Finance,['HRTech'],True,False,2024-11-29
founder_1087,Jason Jarvis,sherrybrewer@example.net,https://linkedin.com/in/ifrazier,Nashville,Bachelor's,UC Berkeley,3,Finance,"['SaaS', 'HealthTech']",False,False,2020-10-16
founder_1088,Jennifer Powell,umeyers@example.net,https://linkedin.com/in/rrodriguez,Miami,Master's,,13,Microsoft,['Cybersecurity'],False,False,2023-03-15
founder_1089,Sarah Burgess,isaac29@example.net,https://linkedin.com/in/yjenkins,Dallas,Bachelor's,UC Berkeley,1,Consulting,['Gaming'],True,False,2015-08-17
founder_1090,Willie Peterson,laura47@example.com,https://linkedin.com/in/rosstoni,Washington DC,PhD,,22,Finance,['FinTech'],True,True,2017-06-02
founder_1091,Joel Salinas,moniquebaker@example.org,https://linkedin.com/in/jacquelinemaynard,New York,Bachelor's,Other,8,Tesla,"['Blockchain', 'CleanTech', 'HealthTech']",True,False,2015-12-27
founder_1092,Wayne Mcdonald,smithashley@example.net,https://linkedin.com/in/kingmelanie,Seattle,Master's,Caltech,11,Facebook,['MarTech'],False,False,2019-03-23
founder_1093,Matthew Johns,riveracourtney@example.com,https://linkedin.com/in/wardseth,Chicago,Bootcamp,UC Berkeley,3,Finance,"['Gaming', 'MarTech', 'CleanTech']",False,False,2021-11-21
founder_1094,Derrick Nelson,mbailey@example.com,https://linkedin.com/in/oochoa,Washington DC,Bootcamp,,22,Tesla,"['SaaS', 'CleanTech', 'Blockchain']",True,False,2021-06-07
founder_1095,Brett Morgan,susan66@example.org,https://linkedin.com/in/crodriguez,Atlanta,Bachelor's,,7,Facebook,['FinTech'],False,False,2018-09-15
founder_1096,Roger Alexander,phansen@example.org,https://linkedin.com/in/samanthaknapp,Atlanta,Master's,,9,Microsoft,['Gaming'],True,False,2023-01-02
founder_1097,Travis King,gmartin@example.org,https://linkedin.com/in/john26,Denver,Master's,Harvard,12,Facebook,"['Gaming', 'MarTech', 'HealthTech']",False,False,2016-07-19
founder_1098,Jeffery Randall,webstersandra@example.net,https://linkedin.com/in/ramseytina,Miami,Self-taught,Caltech,3,Tesla,"['HRTech', 'CleanTech']",False,False,2017-01-12
founder_1099,Christopher Osborne,albertschwartz@example.net,https://linkedin.com/in/gutierrezlisa,San Francisco,Master's,Other,0,Google,['FoodTech'],True,False,2024-06-03
founder_1100,Alexis Juarez,alicia45@example.org,https://linkedin.com/in/wmoreno,Atlanta,PhD,,25,Google,"['HealthTech', 'FinTech', 'E-commerce']",False,False,2020-02-22
founder_1101,Jill Ramos,claytonadam@example.net,https://linkedin.com/in/kking,Portland,Master's,,5,Amazon,"['HealthTech', 'InsurTech', 'CleanTech']",False,False,2022-08-07
founder_1102,Dominic Reese,uadams@example.net,https://linkedin.com/in/edavis,Austin,Self-taught,Harvard,0,Finance,"['LegalTech', 'SaaS']",False,False,2018-03-04
founder_1103,Jonathan Pruitt,johnberry@example.org,https://linkedin.com/in/pinedakevin,San Francisco,Master's,Caltech,25,Google,"['HealthTech', 'FoodTech', 'E-commerce']",False,False,2021-11-22
founder_1104,Paula Calhoun,rholmes@example.org,https://linkedin.com/in/jason07,San Francisco,Master's,,4,Finance,['SaaS'],True,False,2019-11-10
founder_1105,Sonya Fields,trevinojoseph@example.com,https://linkedin.com/in/benjamingrant,San Diego,Self-taught,Caltech,9,Apple,"['AgriTech', 'AI/ML', 'HealthTech']",True,False,2018-06-09
founder_1106,Lisa Ryan,amy59@example.com,https://linkedin.com/in/gdougherty,Washington DC,Bootcamp,MIT,9,Finance,"['LegalTech', 'AgriTech', 'FoodTech']",True,False,2018-01-04
founder_1107,Angela Graham,ylester@example.net,https://linkedin.com/in/vvalencia,Portland,PhD,CMU,24,Startup,['EdTech'],False,False,2022-05-28
founder_1108,Elizabeth Arroyo,jennifertaylor@example.org,https://linkedin.com/in/evanriley,Boston,Bachelor's,,13,Finance,['Blockchain'],True,False,2020-01-04
founder_1109,Rebecca Becker,jacquelinefrye@example.net,https://linkedin.com/in/elizabeth07,Austin,PhD,Harvard,12,Facebook,"['FinTech', 'FoodTech', 'IoT']",True,False,2020-02-13
founder_1110,Louis Jones,emilyhull@example.net,https://linkedin.com/in/tphillips,Atlanta,PhD,,18,Facebook,"['Blockchain', 'FoodTech']",True,False,2022-06-22
founder_1111,Chelsea Paul,gsmith@example.org,https://linkedin.com/in/annatownsend,Atlanta,Bachelor's,MIT,10,Finance,['Blockchain'],True,True,2020-09-08
founder_1112,Patricia Gibson,chamberscole@example.net,https://linkedin.com/in/cameron94,Dallas,Bootcamp,CMU,0,Amazon,"['HRTech', 'HealthTech', 'PropTech']",False,False,2018-06-15
founder_1113,Kyle Fowler,travistiffany@example.net,https://linkedin.com/in/michael23,Seattle,Self-taught,Harvard,3,Tesla,"['Blockchain', 'IoT', 'Cybersecurity']",False,True,2024-09-10
founder_1114,Daniel King,jenniferfoley@example.org,https://linkedin.com/in/mconner,Miami,Self-taught,UC Berkeley,5,Google,['HealthTech'],False,True,2015-12-30
founder_1115,Robert Sanchez,barnesallen@example.net,https://linkedin.com/in/ucruz,Miami,Self-taught,,22,Tesla,"['MarTech', 'AgriTech', 'Cybersecurity']",True,False,2021-05-02
founder_1116,Jerry Nichols,veronica69@example.com,https://linkedin.com/in/jillsmith,Los Angeles,Bachelor's,,7,Tesla,"['EdTech', 'HRTech', 'Blockchain']",False,False,2025-02-13
founder_1117,Amy Brown,barrjill@example.com,https://linkedin.com/in/danny28,San Diego,Bachelor's,Harvard,14,Startup,['AI/ML'],True,False,2019-02-22
founder_1118,Mr. Jeffrey Daniels,ksmall@example.org,https://linkedin.com/in/jenniferriley,Chicago,Bootcamp,Stanford,24,Consulting,"['Gaming', 'MarTech']",True,False,2023-07-11
founder_1119,Margaret Wang,hbarrett@example.com,https://linkedin.com/in/andrewlopez,Portland,Bachelor's,Harvard,6,Consulting,"['FoodTech', 'HRTech']",True,False,2017-07-21
founder_1120,Greg Edwards,jaimebarker@example.net,https://linkedin.com/in/farleyjeffrey,Atlanta,Self-taught,Other,14,Microsoft,"['Blockchain', 'FinTech']",True,False,2017-05-18
founder_1121,Edwin Taylor,yhansen@example.org,https://linkedin.com/in/laura00,Phoenix,Bootcamp,UC Berkeley,11,Amazon,"['EdTech', 'Cybersecurity']",True,False,2017-12-31
founder_1122,Jack Morales,jillarmstrong@example.com,https://linkedin.com/in/karen89,Dallas,PhD,UC Berkeley,0,Facebook,['AI/ML'],True,False,2021-05-25
founder_1123,Logan Sullivan,gonzalezkimberly@example.org,https://linkedin.com/in/fobrien,New York,Bachelor's,MIT,8,Tesla,"['FoodTech', 'AgriTech', 'InsurTech']",True,False,2018-05-28
founder_1124,Stephanie Ross,fharris@example.net,https://linkedin.com/in/qtyler,Philadelphia,PhD,Harvard,15,Consulting,"['SaaS', 'InsurTech', 'Blockchain']",True,False,2022-03-17
founder_1125,Meghan Good,laurenmartinez@example.com,https://linkedin.com/in/ronnie39,Phoenix,Self-taught,MIT,15,Finance,"['EdTech', 'HRTech']",False,False,2021-02-04
founder_1126,Amber Moore,huangrachel@example.org,https://linkedin.com/in/thomas12,Denver,Self-taught,Caltech,16,Facebook,"['SaaS', 'MarTech']",False,True,2017-06-13
founder_1127,Jeffrey Moore,gvalencia@example.com,https://linkedin.com/in/susan04,Dallas,PhD,UC Berkeley,11,Google,['SaaS'],True,False,2021-02-06
founder_1128,Sharon Edwards,julieknight@example.net,https://linkedin.com/in/scotttammy,Miami,Self-taught,Other,23,Google,"['SaaS', 'Cybersecurity', 'Gaming']",True,True,2017-08-18
founder_1129,Kristen Paul,sarahflynn@example.net,https://linkedin.com/in/powerscasey,Los Angeles,PhD,,22,Facebook,"['E-commerce', 'Blockchain']",True,True,2015-08-17
founder_1130,Jennifer Brown,robertstina@example.org,https://linkedin.com/in/browneric,Washington DC,Self-taught,Caltech,6,Finance,"['FoodTech', 'CleanTech']",False,False,2016-09-30
founder_1131,Diane Hall,stanleybond@example.com,https://linkedin.com/in/paulcook,Boston,Bachelor's,,10,Finance,"['IoT', 'SaaS', 'FoodTech']",False,False,2019-01-07
founder_1132,Frank Joyce,william01@example.net,https://linkedin.com/in/amanda04,Dallas,Bootcamp,Caltech,23,Amazon,"['HealthTech', 'E-commerce', 'FinTech']",True,False,2016-12-25
founder_1133,Ashley Bowen,heather57@example.org,https://linkedin.com/in/ibenson,Chicago,Self-taught,Harvard,20,Amazon,"['AI/ML', 'InsurTech']",True,False,2018-02-12
founder_1134,Alexander Boyd,bellchristine@example.net,https://linkedin.com/in/ssmith,Boston,Master's,Stanford,19,Microsoft,"['Gaming', 'FinTech']",True,False,2022-11-22
founder_1135,Jeffery Proctor,williammiller@example.net,https://linkedin.com/in/elizabeth62,Nashville,PhD,Harvard,6,Google,['CleanTech'],False,False,2024-01-06
founder_1136,Marissa Moss,jeffreyhughes@example.org,https://linkedin.com/in/fvillanueva,Philadelphia,Bachelor's,,0,Apple,"['HRTech', 'CleanTech']",False,False,2015-12-12
founder_1137,Olivia Kim,troberts@example.org,https://linkedin.com/in/simscrystal,Dallas,Bachelor's,Stanford,2,Consulting,"['HRTech', 'Cybersecurity']",False,False,2015-11-16
